0, 74.4772
0.2205, 74.4772
0.2205, 1.82486
0.166887, 1.82486
0.166887, 7.5253
0.247422, 7.5253
0.247422, 6.00006
0.0056458, 6.00006
0.0056458, 0.330782
1.18189, 0.330782
1.18189, 1.32664
2.1514, 1.32664
2.1514, 4.08324
0.340928, 4.08324
0.340928, 1.8746
12.4497, 1.8746
12.4497, 1.47858
2.60575, 1.47858
2.60575, 1.87558
1.66108, 1.87558
1.66108, 3.47278
3.82324, 3.47278
3.82324, 0.431799
0.229966, 0.431799
0.229966, 2.3928
2.93259, 2.3928
2.93259, 4.9297
0.483374, 4.9297
0.483374, 2.18937
0.360353, 2.18937
0.360353, 7.09699
0.781731, 7.09699
0.781731, 6.81465
0.641694, 6.81465
0.641694, 4.52297
3.31447, 4.52297
3.31447, 4.9034
1.24125, 4.9034
1.24125, 3.68663
1.11904, 3.68663
1.11904, 2.06285
1.97627, 2.06285
1.97627, 0.722444
0.305074, 0.722444
0.305074, 1.54993
0.602461, 1.54993
0.602461, 0.878642
3.32164, 0.878642
3.32164, 3.1917
2.60271, 3.1917
2.60271, 11.1925
0.891512, 11.1925
0.891512, 0.20695
0.700088, 0.20695
0.700088, 1.38959
2.20908, 1.38959
2.20908, 3.66247
1.146, 3.66247
1.146, 2.66962
0.649062, 2.66962
0.649062, 0.992282
0.200888, 0.992282
0.200888, 1.72891
0.404985, 1.72891
0.404985, 0.635689
0.507502, 0.635689
0.507502, 4.16029
0.728714, 4.16029
0.728714, 1.57616
0.186437, 1.57616
0.186437, 2.97891
1.46433, 2.97891
1.46433, 0.823262
0.795453, 0.823262
0.795453, 0.795126
0.806462, 0.795126
0.806462, 0.262024
1.6223, 0.262024
1.6223, 0.756752
3.72933, 0.756752
3.72933, 3.77333
1.60381, 3.77333
1.60381, 0.268814
1.34672, 0.268814
1.34672, 2.20999
3.39014, 2.20999
3.39014, 0.493351
4.0076, 0.493351
4.0076, 0.971991
3.18072, 0.971991
3.18072, 2.52711
0.953846, 2.52711
0.953846, 7.33278
1.13763, 7.33278
1.13763, 2.96667
2.17772, 2.96667
2.17772, 4.92374
0.00030737, 4.92374
0.00030737, 10.8169
4.70039, 10.8169
4.70039, 3.65209
1.18082, 3.65209
1.18082, 3.3206
1.80905, 3.3206
1.80905, 2.08072
0.978751, 2.08072
0.978751, 1.29054
1.34769, 1.29054
1.34769, 0.858308
0.40137, 0.858308
0.40137, 1.38535
1.26033, 1.38535
1.26033, 3.36522
2.11741, 3.36522
2.11741, 8.00675
3.3171, 8.00675
3.3171, 1.27013
0.0493621, 1.27013
0.0493621, 1.77817
0.5308, 1.77817
0.5308, 0.245845
0.262114, 0.245845
0.262114, 6.72194
2.03826, 6.72194
2.03826, 5.96477
3.86452, 5.96477
3.86452, 2.40372
0.919204, 2.40372
0.919204, 1.96344
1.04194, 1.96344
1.04194, 6.65403
0.555637, 6.65403
0.555637, 1.73015
0.272163, 1.73015
0.272163, 3.08418
2.69688, 3.08418
2.69688, 3.25585
0.852774, 3.25585
0.852774, 10.0724
0.753741, 10.0724
0.753741, 3.26936
1.26583, 3.26936
1.26583, 5.64782
1.92769, 5.64782
1.92769, 2.1109
0.625143, 2.1109
0.625143, 1.22802
0.682738, 1.22802
0.682738, 0.358349
1.5596, 0.358349
1.5596, 2.44371
0.190487, 2.44371
0.190487, 1.78349
2.0961, 1.78349
2.0961, 2.52972
0.123861, 2.52972
0.123861, 0.979467
1.96342, 0.979467
1.96342, 1.09362
0.711019, 1.09362
0.711019, 4.15951
0.564371, 4.15951
0.564371, 5.50142
3.45452, 5.50142
3.45452, 1.022
1.6062, 1.022
1.6062, 2.28896
0.795002, 2.28896
0.795002, 1.43361
2.67795, 1.43361
2.67795, 4.33438
2.9359, 4.33438
2.9359, 0.0759988
0.149406, 0.0759988
0.149406, 3.42082
3.34602, 3.42082
3.34602, 0.242916
0.519819, 0.242916
0.519819, 0.556794
0.236945, 0.556794
0.236945, 2.93524
0.601408, 2.93524
0.601408, 1.76411
1.72331, 1.76411
1.72331, 1.78984
1.97828, 1.78984
1.97828, 4.73212
0.747659, 4.73212
0.747659, 1.51761
1.12693, 1.51761
1.12693, 1.2707
1.80686, 1.2707
1.80686, 7.29184
2.65497, 7.29184
2.65497, 3.47458
1.15943, 3.47458
1.15943, 2.25195
6.19888, 2.25195
6.19888, 2.90324
0.0307022, 2.90324
0.0307022, 2.26284
0.522612, 2.26284
0.522612, 4.88074
2.19286, 4.88074
2.19286, 0.940184
1.77393, 0.940184
1.77393, 2.03215
0.713853, 2.03215
0.713853, 1.00236
2.17911, 1.00236
2.17911, 2.59813
0.508467, 2.59813
0.508467, 1.75305
0.779729, 1.75305
0.779729, 2.69108
4.04159, 2.69108
4.04159, 0.798045
1.17034, 0.798045
1.17034, 1.29108
3.70333, 1.29108
3.70333, 3.27907
0.337908, 3.27907
0.337908, 3.67546
0.523674, 3.67546
0.523674, 2.78798
4.44471, 2.78798
4.44471, 2.66397
2.65808, 2.66397
2.65808, 1.29004
0.974357, 1.29004
0.974357, 1.26828
2.08226, 1.26828
2.08226, 0.584083
0.815994, 0.584083
0.815994, 2.53095
3.93759, 2.53095
3.93759, 1.95019
0.150507, 1.95019
0.150507, 2.83552
0.815002, 2.83552
0.815002, 5.49601
0.78771, 5.49601
0.78771, 5.77691
0.37182, 5.77691
0.37182, 1.61879
2.36002, 1.61879
2.36002, 3.71333
0.197509, 3.71333
0.197509, 3.79497
1.83567, 3.79497
1.83567, 2.38476
0.710706, 2.38476
0.710706, 0.182401
2.26874, 0.182401
2.26874, 2.29377
2.49257, 2.29377
2.49257, 1.20369
0.726645, 1.20369
0.726645, 4.24024
0.00655758, 4.24024
0.00655758, 0.854639
1.237, 0.854639
1.237, 0.161903
0.587662, 0.161903
0.587662, 4.17971
1.3752, 4.17971
1.3752, 0.520122
5.12708, 0.520122
