5.12708, 1.17027
3.86081, 1.17027
3.86081, 5.2443
1.51718, 5.2443
1.51718, 5.86535
1.55533, 5.86535
1.55533, 3.71585
2.54206, 3.71585
2.54206, 5.62958
1.49133, 5.62958
1.49133, 2.75939
1.15533, 2.75939
1.15533, 3.90795
0.374806, 3.90795
0.374806, 3.31686
0.604033, 3.31686
0.604033, 1.19988
2.18791, 1.19988
2.18791, 0.321333
1.50029, 0.321333
1.50029, 4.37016
5.09599, 4.37016
5.09599, 0.488808
0.495511, 0.488808
0.495511, 0.381851
1.17797, 0.381851
1.17797, 2.35049
0.268373, 2.35049
0.268373, 3.56337
1.79743, 3.56337
1.79743, 0.257397
0.0964564, 0.257397
0.0964564, 5.61531
4.27523, 5.61531
4.27523, 1.04797
0.646244, 1.04797
0.646244, 7.24433
0.717973, 7.24433
0.717973, 0.955493
3.81651, 0.955493
3.81651, 1.82831
3.67788, 1.82831
3.67788, 1.27548
3.03495, 1.27548
3.03495, 1.74903
2.91586, 1.74903
2.91586, 1.518
0.668303, 1.518
0.668303, 2.85668
1.71614, 2.85668
1.71614, 1.62572
4.44043, 1.62572
4.44043, 2.83563
1.8629, 2.83563
1.8629, 3.67097
0.920427, 3.67097
0.920427, 2.91859
0.659205, 2.91859
0.659205, 0.314888
2.1061, 0.314888
2.1061, 4.50949
5.3025, 4.50949
5.3025, 2.04736
2.10436, 2.04736
2.10436, 2.20067
0.563744, 2.20067
0.563744, 5.02888
1.62833, 5.02888
1.62833, 7.87365
0.505311, 7.87365
0.505311, 1.67146
0.233549, 1.67146
0.233549, 0.654309
2.03757, 0.654309
2.03757, 1.74143
0.272491, 1.74143
0.272491, 3.92425
3.11233, 3.92425
3.11233, 1.16601
1.45081, 1.16601
1.45081, 4.98584
14.1692, 4.98584
14.1692, 1.59173
0.738889, 1.59173
0.738889, 2.51404
1.15885, 2.51404
1.15885, 1.95212
1.46837, 1.95212
1.46837, 6.35506
0.0724648, 6.35506
0.0724648, 2.08899
1.36806, 2.08899
1.36806, 0.832304
6.47479, 0.832304
6.47479, 3.63758
2.34948, 3.63758
2.34948, 1.64089
0.655839, 1.64089
0.655839, 0.889117
1.97892, 0.889117
1.97892, 2.0153
3.33576, 2.0153
3.33576, 3.52365
5.22137, 3.52365
5.22137, 0.31411
2.77971, 0.31411
2.77971, 1.86233
0.302817, 1.86233
0.302817, 1.30829
0.637619, 1.30829
0.637619, 6.39484
0.531091, 6.39484
0.531091, 0.24412
0.531165, 0.24412
0.531165, 11.0454
1.86374, 11.0454
1.86374, 3.57114
4.33798, 3.57114
4.33798, 0.563358
1.49901, 0.563358
1.49901, 1.40749
5.76894, 1.40749
5.76894, 0.983687
1.08358, 0.983687
1.08358, 2.02043
1.18486, 2.02043
1.18486, 1.65691
0.0119818, 1.65691
0.0119818, 5.10996
0.621938, 5.10996
0.621938, 2.28505
2.66544, 2.28505
2.66544, 2.75748
1.49727, 2.75748
1.49727, 1.81164
2.79571, 1.81164
2.79571, 7.11031
0.133811, 7.11031
0.133811, 8.57928
0.473428, 8.57928
0.473428, 0.214496
0.840413, 0.214496
0.840413, 0.869248
0.135964, 0.869248
0.135964, 2.78302
1.46959, 2.78302
1.46959, 2.14675
0.270854, 2.14675
0.270854, 1.13132
3.79791, 1.13132
3.79791, 0.589853
2.04151, 0.589853
2.04151, 8.9261
0.426663, 8.9261
0.426663, 2.30058
0.948883, 2.30058
0.948883, 0.931791
1.22685, 0.931791
1.22685, 3.22117
0.0554759, 3.22117
0.0554759, 4.61376
0.0736279, 4.61376
0.0736279, 1.78828
4.40913, 1.78828
4.40913, 5.53707
1.00831, 5.53707
1.00831, 1.49305
0.310163, 1.49305
0.310163, 2.44354
2.11776, 2.44354
2.11776, 5.84785
0.0720611, 5.84785
0.0720611, 1.69817
4.37272, 1.69817
4.37272, 6.30216
3.24117, 6.30216
3.24117, 4.43799
1.41028, 4.43799
1.41028, 1.9435
0.578339, 1.9435
0.578339, 1.44404
0.471832, 1.44404
0.471832, 4.56133
6.06675, 4.56133
6.06675, 1.65111
0.821083, 1.65111
0.821083, 5.57814
3.24904, 5.57814
3.24904, 2.95298
0.957854, 2.95298
0.957854, 0.427008
1.10534, 0.427008
1.10534, 0.0401181
1.20864, 0.0401181
1.20864, 0.472312
0.98224, 0.472312
0.98224, 0.291391
1.94291, 0.291391
1.94291, 7.73077
0.207174, 7.73077
0.207174, 6.49832
2.15093, 6.49832
2.15093, 0.54579
7.84319, 0.54579
7.84319, 2.15213
0.523646, 2.15213
0.523646, 0.21048
4.11748, 0.21048
4.11748, 1.46071
1.79511, 1.46071
1.79511, 0.660504
2.21636, 0.660504
2.21636, 2.67891
0.767894, 2.67891
0.767894, 9.26257
2.72971, 9.26257
2.72971, 0.196771
1.00637, 0.196771
1.00637, 6.62952
2.16136, 6.62952
2.16136, 3.8945
0.782391, 3.8945
0.782391, 2.56478
1.14311, 2.56478
1.14311, 6.28383
4.63343, 6.28383
4.63343, 1.57001
5.99304, 1.57001
5.99304, 2.15041
0.641262, 2.15041
